gene	Normal_1	Normal_2	Normal_3	Normal_4	Normal_5	Normal_6	Normal_7	Normal_8	Normal_9	Normal_10	Normal_11	Normal_12	Normal_13	Normal_14	Normal_15	Normal_16	Normal_17	Normal_18	Normal_19	Normal_20	Normal_21	Normal_22	Normal_23	Normal_24	Normal_25	Normal_26	Normal_27	Normal_28	Normal_29	Normal_30	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48
C1orf187	-1.0800883	-1.2108973	-1.0892673	0.2103893	-1.6850143	-1.4941093	-1.5521563	-1.0954203	-0.9742623	-1.5691803	-1.0145003	0.0271543	-1.6803823	-1.5864063	-1.3075733	-1.1844253	-1.4779443	-1.7273803	-1.7083963	-0.631428599	-1.004011468	-1.372256873	-1.240181735	-1.067355268	-1.341576463	-0.803857478	-0.499269943	-1.206639947	-1.140973628	-1.448685237	0.083657929	1.006085496	0.890701358	0.421157734	1.537805479	2.070181761	2.520014942	0.135431824	0.085693748	1.613795737	1.109910341	2.011076349	0.758616697	-0.289230224	2.401238777	1.30677587	1.284717016	1.846191038	0.476514175	-0.054723186	2.095048917	2.41846189	1.420137559	-0.048947318	-1.165465353	0.078866337	2.024671427	2.041679212	1.525677931	1.911223016	0.857555735	1.474652356	1.632596245	0.448608649	1.237499314	1.293289674	2.030308201	1.850295444	1.050881169	1.876918516	1.211962195	1.618909833	-0.47040731	1.590617918	2.004507314	0.837678498	1.78554176	1.817310392
COL1A1	-0.6642883	-1.7226103	-1.7858753	0.3504973	-1.9434163	-2.0115883	-1.8730273	-1.2243173	-1.5994623	-1.7131193	-0.8943223	1.4541763	-1.9323613	-2.0291463	-1.6665763	-1.5228413	-1.5022603	-1.9885043	-2.0831413	-0.727716307	-1.322051767	-1.894827791	-1.347595865	-1.221017771	-1.539297844	-0.977531344	-1.32725136	-1.46816698	-1.932392937	-1.598148361	0.833918527	1.236113455	0.67131658	0.062433335	1.787904592	0.275072098	3.804930563	-0.161960856	-1.247619353	-0.364486499	1.038106803	1.816111689	0.463114589	-1.075104635	1.81144498	1.678660619	2.614523138	1.024740041	1.441084253	-0.104187204	2.784421369	0.716898063	1.688990806	1.386375948	-1.479236613	-0.966507604	2.534028809	2.184014309	1.149810785	1.929091221	-0.345589115	1.889227355	2.949959318	0.803879594	2.247039303	2.203650327	2.670986245	2.075799924	3.076309832	3.380941691	1.981174183	1.5933065	0.851511139	2.372404902	2.168778014	1.719129925	2.440014165	1.867506851
HBE1	-0.1992553	0.4414833	1.5859243	-0.2378643	2.4369613	1.4962073	1.0043223	0.0285693	0.8081793	-1.3808223	0.1492593	-1.2722973	0.6452413	-0.6281623	0.1453513	-1.2792843	-1.1909973	1.4227713	0.8204853	-0.071287085	1.229621726	1.133583154	-1.352301744	1.585651796	1.246923667	1.560470681	1.141420803	0.232048792	1.869037592	-1.440083418	-0.052196211	-1.726558779	-2.094962944	-2.4056845	-1.672633023	-2.218092284	-1.128439738	-1.205020471	-1.361793089	-1.211980143	-2.376880873	-0.898985398	-1.070649203	-1.835192986	-0.000352436	-0.863646633	-1.987697033	-2.117037069	-0.20701759	0.196027717	-2.605857725	-1.582427008	-2.081566527	-2.804465486	-2.279676633	-1.839100506	-1.184973629	-1.526260545	-1.207911835	0.662636268	-1.641799378	-1.897845456	0.610285795	-2.524420959	-2.842476063	-1.909549242	-1.397435183	-2.532120063	-2.619783862	-2.94753258	-1.921428701	-2.320219752	-1.948954655	-2.671336926	-1.601159079	0.338258541	-2.051743575	-1.326188548
TP63	1.3436923	0.5849633	1.2630343	4.5715553	0.2412303	0.7561693	0.9553133	2.2767943	0.3414173	-0.1697453	0.2821433	2.0186343	0.0607393	0.1544543	1.7655353	0.8196683	0.6906413	0.1070183	-0.5269923	0.263034406	2	0.304854582	-0.452512205	0.921144579	1.169925001	0.534657419	0.590887335	0.30218416	0.831400396	-0.295455884	-0.225304604	4.689124405	4.664579669	4.839558289	5.697106574	5.324471784	4.177193002	5.294743266	1.857980995	5.309054433	4.370311687	4.456812913	4.618746478	5.585275552	5.97610509	4.085764554	3.544835672	4.822257336	4.66787719	4.459431619	4.660611239	5.707448777	5.463209958	3.258734268	4.439179845	4.881203952	4.440952198	5.349318093	4.318489011	5.80043772	4.378140002	5.420662048	4.735132884	5.531868775	3.791110077	5.079267479	5.086540107	4.759497808	4.644586483	5.956041897	5.558845848	4.530149616	4.881355504	5.311586151	5.146935976	4.830551772	4.928201102	5.219813877
SFTPC	1.5215533	1.5290713	2.2006933	0.6672113	2.0313953	1.2060183	2.0310423	0.0370313	1.6031223	1.2172313	2.0377343	1.0731353	1.3362833	1.4693653	1.3967083	1.6951033	0.2570113	1.4620523	1.3190403	1.856537198	1.903535269	1.51907762	1.88582898	1.86287844	2.215188754	2.501054985	1.80764953	1.979649304	1.826112242	2.111040055	0.078002512	-1.801179286	-2.212835709	-1.641554131	-1.662917045	-0.923321203	0.802053455	-0.86885596	-0.363436303	-1.216327315	-1.585998358	-0.864320653	-0.568213463	-2.059922022	-1.331390043	0.166733089	-1.548416937	-1.506445577	-0.696254712	-2.378896017	-1.332330329	-1.599773313	-2.031481688	-1.731738653	-2.485500118	-1.843010308	-0.410450005	-2.727051992	-2.984175564	-2.519156279	-0.099664855	-3.06713516	-1.572586549	-3.844997817	-1.680904608	-2.433578789	-2.650305965	-2.902194446	-1.213771102	-2.397356837	-0.757264185	-3.22303854	-2.970402069	-3.148348508	-1.398572959	1.214572505	-2.779355241	-1.087952361
BBC3	-0.2722973	-0.4659383	-1.4860043	1.0648833	-0.2498223	0.1609203	-0.5353323	-0.0634093	0.3021733	-0.4779443	-0.3714603	0.2228053	-0.2498223	-0.0394883	-0.3327893	0.2053933	-0.2670803	0.1570443	-0.4092783	0.830074999	0.341036918	-0.353636955	-0.2255597	-0.101879614	0.270089163	0.197446064	0.221053493	-0.034148222	-0.32343798	0.528378972	-0.73289593	1.587983853	1.523561956	1.103537604	2.527247003	2.194235409	2.796171184	1.160936218	1.017629894	1.876193798	0.662017927	2.544500504	1.24238933	2.452102807	2.082431754	1.752072487	1.969838029	1.401448435	0.679508137	0.470220415	4.617383978	1.41917723	2.053515509	1.196800707	0.459431619	0.096215315	1.752072487	2.328187085	1.78350818	2.282035368	0.410283969	2.283453947	2.033166864	2.155278225	2.023083613	2	2.393407483	2.094182439	1.770073906	3.342392197	1.237039197	1.78958022	0.217591435	2.566700294	3.285402219	0.949373927	2.039528364	3.08851017
ALDH3B2	0.7723083	-0.3940323	-0.5950973	2.1940873	-1.1778823	-0.9077933	-0.7784323	-0.1062493	0.2053933	0.1686423	0.7484613	2.0837243	-0.3845843	-0.6038413	-0.3733273	0.0313953	-1.1140353	-0.6919893	-0.5125143	0.75186717	-0.11402771	-1.436863862	-0.472161898	-0.38148494	-0.21528384	0.639058245	0.132488937	-0.940293754	0	-0.433960363	1.141148625	2.137184379	1.940621453	0.679984026	3.642952654	2.235850495	4.431634654	0.070835361	-0.13722205	1.276999778	1.546850004	3.477927678	1.226266696	0.031339052	3.498741491	3.286119107	2.89354457	3.294447358	1.562695792	0.241208043	3.391784768	1.93332896	2.692762051	1.074395426	-2.101802281	-0.609674254	3.29130602	2.934456814	2.020871178	1.574307393	1.202785845	3.00651557	2.671802121	1.710961198	2.019585826	2.611962566	3.111064876	1.98426544	1.986634742	3.360457151	2.769186981	2.735504637	0.26244687	2.803515412	2.841302254	2.409139091	3.11322376	0.881213848
SPRR3	-1.0862013	-0.6529013	-0.1265803	0.0454433	-0.5269923	-0.5972783	-0.5022603	-0.6192713	0.2215683	-0.3584543	-0.2618813	-0.5084033	-0.2740413	-0.3327893	0.0129263	-0.5207693	-0.5799223	-0.2722973	-0.6780723	-0.223471072	-0.353897204	0.052088511	-0.416895445	-0.848962243	-0.422126924	-0.085930179	-0.459431619	-0.456378295	-0.124031043	-0.643119306	0.191341241	3.579052603	1.761145407	2.24268683	1.488125977	4.295058261	1.719892081	2.94075549	-0.426770461	3.887164191	-0.028515371	0.492038988	4.076673431	3.795058392	2.946953293	1.024453044	0.030534368	2.848577585	0.202799299	-0.364836686	3.160143981	2.619584068	-0.188203735	0.207000371	2.214443668	3.48209413	2.320904544	0.295455884	3.108524457	3.050123479	3.461665469	-0.27237227	3.072149786	4.533698028	1.909584705	2.515328313	2.707628049	2.402902173	2.50743913	0.980371193	4.02041146	0.94016675	4.31480366	3.623196719	3.619187546	2.826783029	1.363812176	4.240644126
S1PR1	0.3694953	1.3917108	1.7296938	1.5406443	1.8935768	1.9129048	2.2644238	0.3947573	1.3591073	1.5877258	1.5691658	0.5711498	2.5578793	1.2294963	1.3589503	1.6092993	-0.4613838	2.1928818	1.4360498	1.8151444525	1.8383982175	1.769170785	0.5608320305	0.563926052	2.1443865065	1.492690867	1.91647537	2.1602550605	0.8215482985	0.482403555	0.263921889	-0.537312525	-0.5141086305	-1.523019588	-0.283984093	-0.3916668335	-0.107884672	0.0273981005	-0.4817876025	-0.604930299	-1.1814415365	-0.2138367575	-0.9666127665	-1.335425364	0.888200828	-0.513477689	-0.2821448665	-1.183565407	-0.724917332	-1.0859964105	-1.4802317465	-0.738348417	-0.8762613595	-1.7059554885	-2.057002073	-1.268264866	0.306487484	-1.897434764	-1.2156781515	-1.12643688	-0.414400456	-0.4403457425	-1.008820353	-1.59275024	-0.838267914	-0.8072684245	-0.783118407	-1.256698962	-0.6233811475	-1.087777577	-0.441905338	-1.0113050135	-1.648048458	-1.457810552	-0.6101092235	1.317096742	-0.6829044285	-0.3071523525
KRT17	-0.7321653	-0.7636603	-1.1140353	0.0412433	-0.7908593	-0.9213903	-0.9885043	0.9811223	-0.5820803	-0.8783213	-0.7036893	-0.3695953	-0.8059133	-0.8008773	-0.9434163	-0.6943213	-0.4227523	-0.5187013	-1.1746213	-0.582794664	-0.631240184	0.00996111	0.050465067	0.189411543	-0.579042529	0.062558313	-1.050626073	-0.283108846	-0.971275711	-0.071648041	0.381346305	2.504158747	2.778680613	1.740851442	2.880947328	2.495536696	2.461309395	2.857980995	0.111317023	2.750405851	3.237430883	2.769542262	3.320547305	3.700995188	0.497621142	3.248218409	2.163135836	1.842178383	1.805891099	-1.303392143	3.482446491	2.47949535	1.634308554	0.657964332	-0.072931522	2.240635021	2.942787805	2.494232725	2.526410318	3.374730844	1.892370178	2.598686219	4.001532662	4.146746019	3.158021082	3.900503125	2.947018708	2.73940877	3.952785362	1.879370295	1.159960615	2.579810013	3.845710125	3.613670314	2.139499413	0.963262725	3.502293339	3.489965987
ADRB1	0.2654373	0.3651333	2.1959773	0.4719683	2.0175663	2.5278213	1.9515883	0.6059683	0.2400093	0.1596293	0.4625763	1.0036023	2.6624333	0.7899383	1.5969353	-0.0159583	0.3448283	2.3462483	1.4211563	0.757702052	0.199937571	2.095221181	0.331315673	0.072256089	0.813554275	0.579136785	1.167742406	2.046534337	1.475310498	0.962450262	0.185303103	-0.612976877	0.046293652	-1.711987939	-1.950868293	-0.750323977	-1.793996539	-0.649813645	-0.819121417	-1.317527395	-0.940893213	-0.901093896	-0.509285341	-0.524027502	-0.120294234	-1.125389101	-1.838381818	-0.773484794	-1.088134435	-0.633138736	-1.832724577	-1.107933697	-1.111555072	-0.766601829	-1.030631619	-0.084460353	-0.44416031	-0.994240731	-0.864200782	-0.048744334	-0.909704827	-1.177374883	-1.51564144	-0.821074264	-1.758681075	-0.391424942	-1.087689129	-1.274832977	-1.529109266	-0.034269902	-0.927996229	-0.355658952	-0.73438705	-0.174424388	-1.386675276	0.762124547	-1.148948846	-0.773468928
KRT14	-1.2075613	-1.3845843	-0.9296113	0.3207733	-1.7710273	-1.7036893	-1.6259343	0.3184613	-2.0409723	-1.7226103	-1.3255393	-0.8236773	-1.3808223	-1.9771003	-1.5994623	-1.6620043	-1.9268653	-1.4540323	-2.2042333	-0.879873922	-1.221038414	-0.540431341	-0.704631667	-0.287774037	-1.118710408	-1.043048535	-1.345957222	-0.943921327	-1.997821877	-1.11966612	0.040466592	4.165330689	3.473126064	3.386130214	3.355399256	3.968957416	2.98365473	5.320003218	0.684860508	4.691590432	1.672721544	1.604466323	2.450664348	1.962709511	0.370182369	4.473837504	3.682276189	2.90442234	3.367091843	-2.445903905	3.367216952	5.557604008	2.211489336	-0.105691381	-0.666413287	2.587382866	5.420956309	4.544476306	4.167361467	4.837537763	2.491865644	2.426007408	4.325216252	5.532109528	4.292999314	4.922677783	4.721125252	3.005849796	4.624815968	2.061533727	1.70268829	4.385527609	5.087462841	4.673212435	4.798399726	1.4818252	4.710415235	4.516440406
SPRR2G	-0.3845843	-0.0923403	0.6617503	0.0454433	0.0717633	-0.6237103	-0.2125683	3e-07	-0.1424173	-0.2880653	0.2726203	-0.0862013	-0.3845843	-0.4227523	0.0949123	0.1890343	0.4698863	-0.1281563	-0.4699293	-0.027834208	0.249778309	0.182060327	-0.207941265	-0.114711659	-0.09097366	0.01282404	0.093109404	-0.084888898	-0.10496956	-0.76650987	0.332575339	2.800636889	0.853158612	2.445530036	0.853375086	4.013743907	1.736965594	2.608312988	-0.155278225	3.255417727	0.482022601	0.719058804	2.790724248	3.808187406	1.750640531	2.486354904	0.097516506	4.447236322	-0.112474729	0.384480032	3.468148836	1.094402225	0.305054276	0.484560604	1.868134552	2.262469861	3.404336099	0.201139872	2.930148891	2.327989848	2.320100742	-0.044738315	2.300162886	4.052861216	2.034225046	2.044643915	0.544583039	0.57696971	3.109804009	3.611308597	1.836848863	1.419111761	3.380509816	2.433279331	3.473931188	2.848145876	2.175721293	3.476774068
LYPD3	-1.4422223	-0.5269923	-0.5043053	-0.6326293	-0.5207693	-0.4227523	-0.4880263	-0.6711643	-0.4880263	-0.4363543	-0.6896603	-0.7369663	-0.6574453	-0.4961423	-0.4961423	-0.4679323	-0.9351173	-0.2159153	-0.8943223	-0.172676662	-0.573337176	-0.293731203	-0.642237306	-0.541776568	-0.459219722	-0.184143955	-0.886132035	-0.475904053	-0.737613851	-0.69228058	0.370050045	1.599350518	2.372397883	1.470652637	2.393983032	3.545674524	0.401533235	1.630623253	-0.305847489	0.991908588	-0.373413756	0.144058948	2.757976087	2.449419146	1.092031391	-0.491140478	0.573420879	2.184000187	1.431108192	-1.143432103	2.436141611	1.62076935	0.385154897	-0.160621547	0.015170435	2.214124805	3.028137034	0.6543217	1.286586536	1.436814442	0.445957994	0.069262662	0.947439326	3.36410323	2.384300542	2.188819313	1.394114726	1.585842998	2.607802477	2.232660757	2.928036404	2.706159547	2.686333373	1.125043403	2.433730546	1.679520152	2.915295296	2.817715434
AKR1C2	-1.83036963333333	-1.2083653	-1.4331053	-1.25087963333333	-2.04704196666667	-2.22286363333333	-2.16659163333333	-2.16704963333333	-2.1245333	-2.06036063333333	-1.8019253	-1.9622993	-2.45330663333333	-2.28914463333333	-2.0692673	-1.69926063333333	-2.41981263333333	-1.96052796666667	-2.30344696666667	-1.427962462	-1.35133770433333	-2.030211213	-2.03279418266667	-2.15251266466667	-1.27991635333333	-1.01696846533333	-1.908414636	-1.80963451066667	-2.059178348	-2.24956191133333	0.0772324233333333	1.665005375	1.34488063866667	-1.19602220433333	1.880716061	2.042225981	-2.20625951833333	3.604181641	-0.479447502333333	3.48679214733333	0.965182341	-0.234017200333333	-0.123681416666667	0.280436682666667	-0.182560464333333	1.30174341133333	0.282996271	-0.836716684	-0.879961284666667	-2.14175689466667	1.46449021466667	3.83428768833333	1.421947867	-2.23815787766667	-2.430571074	1.22934311366667	-0.660554476333333	-2.32147516066667	1.869812464	1.89987755166667	1.68106627466667	1.717310543	1.52772379433333	1.74047498133333	0.659887001333333	0.626829416	1.867876309	0.17908367	-0.593347813333333	3.322269398	-1.33540158533333	2.061614031	-0.708378713333333	-0.862366196666667	0.222800182	-1.78942442866667	-0.247003062	0.606140543
